"Story","Title","Result","Date","Stability","Duration (s)"
"Validar el numero de productos","Comparar el numero de productos","ERROR","2024-08-20T21:24:41.4404256-05:00[America/Lima]","0.0","47.93"
"Validar cantidad de productos","Comparar la cantidad de productos","ERROR","2024-08-20T21:25:54.3383938-05:00[America/Lima]","0.0","24.7"
